,country,norm_pop,norm_le,norm_gni
96,Ukraine,0.9794642857142857,1.2933060109289614,42.26261652201864
97,Germany,2.3259838786154576,1.3414062500000004,41.663636363636364
98,Egypt,51.72941484487498,1.457121212121212,17.64811842339932
99,Paraguay,39.895626012497104,1.4129577464788732,29.234200743494423
100,Suriname,7.96908493897528,1.506990881458967,6.630325569256867
101,Turkey,7.738270608414893,1.5565714285714287,45.01686972820993
102,Iran,12.461354199936123,2.4412109374999993,5.13360770191813
103,Peru,32.36813611755607,1.573249299719887,41.554956449605974
104,Singapore,183.93584402599566,2.207044673539518,135.76212741087082
105,Fiji,7.15819209039548,1.9810344827586197,21.187883247485896
106,Ghana,33.960396039603964,1.7833928571428572,13.064316860465118
107,Uzbekistan,25.497395833333332,1.8356877323420082,14.683417085427136
108,Djibouti,72.60228020171016,1.6352842809364554,9.158193123628383
109,Mongolia,7.574595615403563,1.5058176100628935,7.4198502348013715
110,Botswana,34.811563169164884,1.0950892857142855,43.82994652406417
111,Morocco,16.456055630674136,1.524320241691842,11.099864046471387
112,Maldives,10.596698113207546,1.7685582822085881,69.26841018582243
113,Italy,0.9923293275377142,2.076599326599326,18.33034805617749
114,Kuwait,58.66174661746617,2.4853846153846155,60.35684170180146
115,Central African Republic,36.78566210998643,1.2123333333333335,1.441755598977905
116,Benin,67.02197802197803,1.4727419354838711,9.972906403940886
117,Oman,23.81439455341222,1.6000000000000005,45.12960679545143
118,Nepal,8.061628201876744,1.5339939024390246,9.93298969072165
119,Ireland,-0.05366976247226103,1.3633159268929513,74.71534469977762
120,Brazil,57.27745492475041,1.7149999999999999,29.779683377308707
121,"Congo, Dem. Rep.",76.74656074404186,1.466455696202531,4.569688283769258
122,Poland,1.5759064811462267,1.4316155988857946,89.35087719298245
123,Togo,55.45739910313901,1.4876996805111824,2.6634756995581736
124,France,1.0597238396273498,1.6210511200459505,26.60055800976517
125,Palestine,73.96987951807229,1.6461059190031149,10.46119235095613
126,Chad,40.262135922330096,1.4695792880258907,2.684737644241237
127,Guyana,3.2464597770412773,1.4263665594855304,57.6784140969163
128,Belize,21.525490196078433,2.1845283018867923,9.077767612076853
129,Israel,83.04761904761905,1.85453125,30.51567944250871
130,"Micronesia, Fed. Sts.",6.564024390243903,1.6651685393258424,7.34532955923979
131,India,6.7734375,2.2667862123929075,8.435985417113447
132,El Salvador,23.029850746268657,2.0581881533101036,15.716169116532809
133,Nigeria,42.98347107438016,1.67467105263158,3.0
134,Croatia,0.8772357723577235,1.4390581717451514,38.12460920053595
135,Liberia,39.652866242038215,1.490836012861736,3.930263157894737
136,Niger,173.9839115427368,1.4480519480519487,2.908502024291498
137,Comoros,26.64408134268715,1.4633956386292826,2.931018730013705
138,United States,51.544299565362756,1.2322335025380715,27.89509433962264
139,Austria,1.5424022698612863,1.6440406976744195,34.85232903865213
140,Bahrain,29.968992248062015,1.8207920792079213,52.23857674329867
141,Eritrea,39.628961482203806,1.5407284768211913,5.331224582015364
142,Uruguay,46.65064073434518,1.6367781155015204,23.527080844285145
143,Antigua and Barbuda,1.2005405405405405,1.5358208955223882,33.086715867158674
144,Cyprus,6.26854358419058,1.323896103896104,60.96889530222864
145,Sweden,4.2726535576728155,1.4678402166553823,36.641325536062375
146,Greece,1.986400526431235,1.4411202185792344,34.53912507701787
147,Myanmar,10.582580987785448,1.604058441558442,2.5627035830618894
148,Lithuania,1.0587857784623282,1.963667820069205,66.27157628191601
149,Denmark,5.528231451236584,1.1426695319961797,38.345774795554625
150,Malawi,60.485670363456684,1.6600660066006603,4.959316770186335
151,Kenya,39.7974893852686,2.0766666666666667,13.130298600960536
152,Namibia,23.251482213438734,1.4262345679012352,17.932536293766013
153,Chile,21.925311203319502,1.80328125,55.28140703517588
154,Indonesia,17.438538205980066,1.7453333333333327,29.890096113664853
155,Canada,81.54117647058824,1.3224358974358974,42.20781032078103
156,Colombia,39.33471074380165,1.8312499999999998,31.453525372634402
157,Norway,6.809523809523809,1.2464606672411676,69.56410256410257
158,Kiribati,12.162011173184357,1.871485943775101,11.989003665444852
159,Samoa,8.10544145670125,2.1366141732283466,13.219189080690487
160,Tonga,6.281031703385277,1.8881205673758863,20.473972602739725
161,South Korea,1.9119855172781002,2.5515503875968997,76.5330396475771
162,Cameroon,43.15479709755442,1.695659722222223,5.17643352236925
163,Albania,2.284208003834172,1.4679378531073455,45.256038647343
164,Gambia,62.189320388349515,1.7678819444444451,4.7103825136612025
165,Montenegro,2.62992125984252,1.3961864406779672,53.354748080164825
166,Zimbabwe,31.13400642496558,1.17240356083086,2.4623967864316003
167,Guinea,32.8109756097561,1.4711148648648642,5.654471544715447
168,Netherlands,7.0400572246065805,1.2543859649122813,18.5378640776699
169,Honduras,115.66666666666667,1.4203539823008855,6.015706806282722
170,Kazakhstan,15.160254839500123,2.1093511450381675,46.89342214820982
171,Philippines,83.36915887850468,1.64368932038835,18.400837988826815
172,China,1.4636415688519897,1.7390625000000002,55.72717909102614
173,Japan,1.646938775510204,1.5526098901098906,24.81826105905426
174,Vanuatu,33.143884892086334,2.040946502057613,9.141503777431348
175,Burkina Faso,34.61077844311377,1.605993150684931,3.0509312675127735
176,Serbia,0.7030232558139535,1.3960563380281688,17.03708559655366
177,Timor-Leste,12.750456037942357,1.8064013840830457,8.113475177304965
178,Venezuela,42.607224016265995,1.6729813664596267,2.119213624414219
179,Malaysia,139.91621668698832,1.7594771241830063,40.61764705882353
180,Dominican Republic,104.39195004640959,1.8006688963210702,63.7227533460803
181,Czech Republic,0.9846014492753623,1.5231428571428571,62.115032236172375
182,Qatar,292.40425531914894,1.7504870129870136,143.23174656954092
183,Barbados,1.6372147096616287,1.6308411214953265,23.473031618102915
